iter	MultiClass	TotalF1
293	0.4051097704	0.8409220294
294	0.404956291	0.841100915
295	0.4047177211	0.8407830185
296	0.4045409441	0.841082744
297	0.4044025328	0.8414249076
298	0.4043136818	0.8416000804
299	0.4040434411	0.8414873049
300	0.4040279288	0.8414873049
301	0.4039047221	0.8415683378
302	0.4038222694	0.8416664112
303	0.4037080307	0.841613644
304	0.4031066124	0.8419796334
305	0.4030217701	0.8421645855
306	0.4028613622	0.8420924641
307	0.4027996446	0.8421756882
308	0.4026051101	0.8422784781
309	0.4022812028	0.842351599
310	0.4019867903	0.8427645954
311	0.4018943452	0.8426057534
312	0.4012908474	0.8431921246
313	0.4002356907	0.8435565351
314	0.4000176569	0.8437146301
315	0.39990015	0.8437769634
316	0.3997267395	0.8438354979
317	0.3997125899	0.8438354979
318	0.3994450008	0.8438315018
319	0.399307836	0.8438251279
320	0.3991527279	0.8441226534
321	0.3991331817	0.8441226534
322	0.398941511	0.8441999475
323	0.3984588947	0.8432426167
324	0.397986346	0.8434642095
325	0.397537949	0.8437352542
326	0.3974267414	0.8437359591
327	0.3968939316	0.843953611
328	0.3962548873	0.8439807852
329	0.396175096	0.8436283835
330	0.3959981963	0.8437093172
331	0.3956075669	0.8443746561
332	0.3954800447	0.8440403678
333	0.3950064641	0.8445581707
334	0.3948361863	0.8446276976
335	0.3943551223	0.8447254666
336	0.3941253623	0.8443625649
337	0.3940635647	0.8443744526
338	0.3937671923	0.8444381474
339	0.3935025248	0.8451857876
340	0.3933626261	0.8450933646
341	0.393156482	0.8453657725
342	0.3930565137	0.8455808979
343	0.3928401983	0.8458516754
344	0.3926090047	0.8457067784
345	0.3923219318	0.8456127429
346	0.3921355214	0.8461577771
347	0.3921255252	0.8461577771
348	0.3911820733	0.8456969071
349	0.3911693494	0.8456969071
350	0.3907378909	0.8458731443
351	0.3902673538	0.8462910149
352	0.3897332413	0.8463623504
353	0.3895191799	0.8464445662
354	0.389349123	0.8470484512
355	0.389111618	0.8466883086
356	0.3884947118	0.8470117184
357	0.3883336403	0.8470320739
358	0.3881814791	0.8475336183
359	0.3880633391	0.84745838
360	0.3879009602	0.8476998017
361	0.3877858589	0.8478559534
362	0.3875881125	0.8478902575
363	0.387486159	0.8479600975
364	0.3873083642	0.8477264468
365	0.3868748694	0.8480599173
366	0.3868049371	0.8477990392
367	0.3867867328	0.8478850933
368	0.386545288	0.8481712207
369	0.3862414169	0.8484394759
370	0.3861509493	0.8485210575
371	0.385727361	0.8489327455
372	0.3852697561	0.8489188484
373	0.3849056989	0.8485638171
374	0.3846928985	0.8484867326
375	0.3846302521	0.8487638886
376	0.3845262711	0.8486776513
377	0.3845087977	0.8486776513
378	0.3842609114	0.8488504059
379	0.3841603524	0.8490145046
380	0.3839915241	0.8491131174
381	0.3838325219	0.848872409
382	0.3835945999	0.8491601504
383	0.3833741829	0.8488805968
384	0.3833025117	0.8487923999
385	0.3832228693	0.8489761372
386	0.3830350975	0.8492624399
387	0.3829435983	0.8492619123
388	0.3827050133	0.8492765686
389	0.3825383075	0.849087344
390	0.3820765259	0.8492529795
391	0.3819395203	0.8492284264
392	0.3818277216	0.8492249462
393	0.3817611209	0.8493151848
394	0.381681118	0.8492104245
395	0.3813736099	0.8491317126
396	0.3813514707	0.849049562
397	0.3812767949	0.849300071
398	0.3811907319	0.8493861681
399	0.3810166591	0.8493131834
400	0.380894998	0.8497460074
401	0.380548561	0.8504379432
402	0.3801927033	0.8502566082
403	0.3801799271	0.8502566082
404	0.3798241421	0.850216421
405	0.3795553052	0.8501317754
406	0.3791264853	0.850308912
407	0.3789770775	0.8507241066
408	0.3788681801	0.8505293245
409	0.3787599153	0.8507013594
410	0.378648115	0.8508063013
411	0.378571378	0.8507060732
412	0.3784739513	0.8506786625
413	0.3783431347	0.8510350104
414	0.3778192536	0.8512162148
415	0.3775592415	0.8514021635
416	0.3772179226	0.8513856924
417	0.3770052855	0.8514715119
418	0.3769941318	0.8514715119
419	0.3768556376	0.8515953213
420	0.3767592752	0.8520390786
421	0.3767177427	0.851852721
422	0.3765484162	0.8517225148
423	0.3762368041	0.851965316
424	0.3758859028	0.8523181918
425	0.3757575245	0.8521487869
426	0.3755778669	0.852528875
427	0.3755543702	0.8524509993
428	0.3754619113	0.852454495
429	0.3754126562	0.8525373592
430	0.3752685867	0.8524990968
431	0.3752548996	0.8524990968
432	0.3751403302	0.8521571944
433	0.3750697935	0.8523456823
434	0.3750390919	0.8524074769
435	0.3747734946	0.8523083573
436	0.3746165625	0.8525267352
437	0.3745621391	0.8526954064
438	0.3744460989	0.8526946929
439	0.3744109596	0.8527724593
440	0.3742150054	0.8528403657
441	0.3737629272	0.8531882728
442	0.3733975099	0.8529120831
443	0.3731320777	0.8528118746
444	0.3730227798	0.8528145098
445	0.3726699486	0.8528099214
446	0.372218048	0.8530817193
447	0.3719586623	0.853405536
448	0.3717944753	0.8536302531
449	0.3717666043	0.853789072
450	0.3717584376	0.853789072
451	0.3714706859	0.8532622743
452	0.371410118	0.8535292836
453	0.3712227289	0.853619924
454	0.3710162261	0.8538285252
455	0.3706495764	0.8536412906
456	0.3704413798	0.8537746128
457	0.3702181899	0.8547283607
458	0.3700780837	0.8548179181
459	0.3698949218	0.8547854987
460	0.3698048486	0.8547106293
461	0.369762689	0.8543105102
462	0.3696158157	0.854716337
463	0.3694276542	0.8541253354
464	0.369248095	0.8548111099
465	0.3689750703	0.8549996836
466	0.3689361933	0.8550188222
467	0.3685107223	0.8551626582
468	0.3683830281	0.8550574931
469	0.3682952559	0.8554070227
470	0.3682331937	0.8553326847
471	0.3680018217	0.8554492902
472	0.3679011464	0.8557845722
473	0.3678552145	0.8557791557
474	0.3677733348	0.8559509358
475	0.3676451044	0.8558705304
476	0.3676174645	0.8557022591
477	0.3674863326	0.8556321258
478	0.3674589676	0.8559256818
479	0.3673991827	0.8559284073
480	0.3670018126	0.8557347596
481	0.3667224221	0.8558452592
482	0.3665585417	0.8560875002
483	0.3661661621	0.855837648
484	0.3658619432	0.8559145538
485	0.3657444522	0.8563277442
486	0.3655511959	0.8564901302
487	0.365403793	0.8567337664
488	0.36512385	0.8567303032
489	0.3650790029	0.8565695505
490	0.3648773146	0.8571025704
491	0.3644230072	0.8569344041
492	0.3643590501	0.8571134989
493	0.3642400834	0.8571932906
494	0.3641772788	0.8573712673
495	0.3641017762	0.8573621195
496	0.3640071789	0.8573866892
497	0.3638068316	0.8574662841
498	0.3637599232	0.8577234394
499	0.3634664676	0.8575485011
500	0.3633121311	0.8578272585
501	0.3632675298	0.8576516001
502	0.3631516318	0.8578276206
503	0.3626329434	0.8579269807
504	0.3624797302	0.8581757167
505	0.3624300827	0.8582574095
506	0.3622613165	0.8584572474
507	0.3620717612	0.8585336041
508	0.3619266442	0.8584569538
509	0.3616288206	0.8587353734
510	0.3614899984	0.8589068645
511	0.3613540586	0.8589913312
512	0.361207782	0.859219842
513	0.3610512401	0.8595606785
514	0.3605579467	0.8595256144
515	0.3603679255	0.8597071454
516	0.3602128771	0.8595330065
517	0.3601557909	0.8595452227
518	0.3599696159	0.8593736299
519	0.3596713711	0.8594444702
520	0.3594668248	0.8593666709
521	0.3593932733	0.8595177481
522	0.359269003	0.8597636156
523	0.3591644658	0.8595983619
524	0.3590818732	0.859787658
525	0.3589363078	0.8596890859
526	0.3588908862	0.8596116451
527	0.3587483945	0.8599188347
528	0.3586780089	0.8599205678
529	0.3586163747	0.8598483578
530	0.3583665326	0.8599303255
531	0.3582877663	0.8601405084
532	0.3581906003	0.8601389033
533	0.3581004226	0.8600414439
534	0.3579780065	0.8600318529
535	0.3579219579	0.8600363493
536	0.3576982475	0.8596986535
537	0.3574458088	0.8596189311
538	0.3572965509	0.8600487322
539	0.3571300253	0.8606317306
540	0.3569791203	0.8606539263
541	0.3568009647	0.8606596919
542	0.35676826	0.8605821945
543	0.3567131165	0.8609110698
544	0.3566453369	0.8605346604
545	0.3565005694	0.8606918514
546	0.3559286593	0.8613317289
547	0.3555961527	0.8613507628
548	0.3554653315	0.8615283597
549	0.3550869943	0.8612617896
550	0.3550736393	0.8613403842
551	0.3545854497	0.861748202
552	0.3545057979	0.862026689
553	0.354380714	0.8624724964
554	0.354351772	0.8621184899
555	0.3542186713	0.8622057201
556	0.354077247	0.8621120303
557	0.353823574	0.8625456014
558	0.3536720513	0.8628123058
559	0.3536566502	0.8627113986
560	0.3535174458	0.8628081699
561	0.3534614235	0.8628138252
562	0.3532742908	0.8630464158
563	0.3529641769	0.8631543846
564	0.352616937	0.8635596834
565	0.3525550738	0.8636571964
566	0.3522127581	0.864008438
567	0.3520937485	0.864008438
568	0.3519164209	0.864203055
569	0.351731362	0.86392864
570	0.3515705354	0.86392864
571	0.351506186	0.8639280838
572	0.3513959361	0.8638223316
573	0.3512994392	0.8638584238
574	0.3511526769	0.8639217469
575	0.3510384064	0.8638608898
576	0.3509807539	0.8639398625
577	0.35094109	0.8640182559
578	0.3509148234	0.8640182559
579	0.3507461746	0.8642693768
580	0.3506411727	0.8641879541
581	0.3505281967	0.8640180608
582	0.3503161051	0.8640955625
583	0.3501098954	0.864259265
584	0.3496711494	0.8645430089
585	0.3491940683	0.8643665215
586	0.3490338883	0.8645385584
587	0.3489734797	0.8647244921
588	0.3488570904	0.8645350445
589	0.3487221056	0.8647231185
590	0.3486692721	0.8648131678
591	0.3485034698	0.8648131678
592	0.3482663915	0.8648241931
593	0.3481111279	0.8649394572
594	0.3475531643	0.8652098499
595	0.3473843285	0.8655398848
596	0.3473365103	0.8656146722
597	0.3470521324	0.8658195283
598	0.3469462123	0.8659034541
599	0.3469093021	0.8659800035
600	0.3468238437	0.8659782833
601	0.3467422914	0.8658995341
602	0.3466832514	0.8661464014
603	0.3465661946	0.8662484661
604	0.3465033986	0.8659983729
605	0.3464517655	0.8661649206
606	0.346413726	0.8660606388
607	0.3463436129	0.8658943364
608	0.3462645522	0.8661373681
609	0.3460186273	0.8658176746
610	0.3459639235	0.8659224485
611	0.3459253193	0.8660095565
612	0.345862879	0.8661828244
613	0.345764943	0.8661749636
614	0.3453675247	0.8664123968
615	0.3452856283	0.8662844476
616	0.3452435488	0.8661906702
617	0.3450816227	0.8662002298
618	0.3446711208	0.8667867795
619	0.3441287498	0.867090709
620	0.3440540868	0.8671600394
621	0.3439094064	0.8674346272
622	0.3435547034	0.8678313644
623	0.3434313949	0.8678357665
624	0.3432015487	0.8675838049
625	0.3431392833	0.8675723423
626	0.3427193342	0.8679245278
627	0.342457326	0.868360372
628	0.3424042796	0.8680461626
629	0.3422898666	0.8683791464
630	0.3420835737	0.8685839054
631	0.3419394671	0.8684998004
632	0.341902732	0.8686902283
633	0.341563333	0.8688371534
634	0.3415247398	0.868841705
635	0.3414171013	0.8690097484
636	0.3413185767	0.8690378803
637	0.3411644867	0.869073166
638	0.3410199716	0.8693409774
639	0.3408060956	0.8693267083
640	0.3407395011	0.8692343002
641	0.340569922	0.8692496257
642	0.3404638938	0.8693108319
643	0.3402972794	0.8693330233
644	0.3401225213	0.8698117824
645	0.3400212475	0.8696058356
646	0.3398952741	0.8692479759
647	0.3396757737	0.8690774307
648	0.3394380277	0.8694050374
649	0.3392865832	0.8696501282
650	0.33925105	0.8699031124
651	0.3392040731	0.8701416291
652	0.339133963	0.8702384221
653	0.3390202714	0.8698270068
654	0.3389809516	0.8700886374
655	0.3387559259	0.870463634
656	0.3386718947	0.8704799269
657	0.3385640275	0.8707870042
658	0.3383316518	0.8706534319
659	0.3381218478	0.870843379
660	0.3379759265	0.8706493236
661	0.3379090479	0.8708234864
662	0.3378559234	0.8707406042
663	0.3378139891	0.8708344882
664	0.337725641	0.8709066041
665	0.3375735531	0.871348853
666	0.337440239	0.8715875608
667	0.3373989125	0.8713960091
668	0.3373552088	0.8711551586
669	0.3368298905	0.8714981963
670	0.3367746215	0.8716705386
671	0.3367349391	0.8716487523
672	0.3367268552	0.8716487523
673	0.3364756333	0.8721766537
674	0.3364155031	0.8722741728
675	0.336272029	0.8720794589
676	0.336122284	0.8720140194
677	0.335999739	0.8721831294
678	0.3359267578	0.8722621038
679	0.3358530361	0.8722525674
680	0.3357753172	0.8722614258
681	0.335724744	0.8722562097
682	0.3355809443	0.8719971298
683	0.3354921116	0.8720094598
684	0.3354461393	0.8720971888
685	0.3353358269	0.8720658079
686	0.3352906535	0.8721654746
687	0.3352292161	0.8722313255
688	0.3348920742	0.8718990476
689	0.334853883	0.8720869846
690	0.3346723613	0.8723131007
691	0.3345944405	0.8726380346
692	0.3345353873	0.8724735937
693	0.3342960058	0.8727435851
694	0.3342439148	0.8726558723
695	0.3339985914	0.8731857016
696	0.3336002159	0.8730760476
697	0.3334414632	0.8730861021
698	0.3333714164	0.8731572927
699	0.3332448367	0.8731519733
700	0.3328833221	0.8733854364
701	0.3327861102	0.8733147884
702	0.332669212	0.8731626645
703	0.3323917336	0.8731585202
704	0.332328577	0.8732592178
705	0.3321848171	0.8733381901
706	0.3321295687	0.8735985898
707	0.3320515327	0.873450516
708	0.3319899749	0.8736949634
709	0.3319623263	0.873521101
710	0.3318567949	0.8734441337
711	0.3315844814	0.8732683613
712	0.3315183431	0.87333689
713	0.3314615882	0.8736598708
714	0.3313497158	0.8739035741
715	0.3312661893	0.8738981316
716	0.3312191653	0.8738981316
717	0.3310590121	0.8741336156
718	0.3309722275	0.8745747069
719	0.330894853	0.8746586063
720	0.3308261486	0.8745705086
721	0.330740374	0.8746747302
722	0.3306431851	0.8748447154
723	0.3306129253	0.8749360714
724	0.3304948793	0.8750274121
725	0.3303543419	0.8750236753
726	0.3300819236	0.874843536
727	0.3299238711	0.874799378
728	0.3297976703	0.8749776237
729	0.3297686988	0.8746180743
730	0.3297367738	0.8745472513
731	0.3296923084	0.8747196607
732	0.3295902283	0.8745369667
733	0.3294060809	0.8748163166
734	0.3293096373	0.8748163166
735	0.328980992	0.8751602499
736	0.3289163235	0.8749946192
737	0.3288757299	0.8750855901
738	0.3286154312	0.8748786283
739	0.3285737062	0.8748771352
740	0.328226175	0.8752914995
741	0.3281091684	0.8755241565
742	0.3279403558	0.8753816393
743	0.3279114551	0.8752954422
744	0.3277729806	0.8752391072
745	0.3277019217	0.8754139132
746	0.3276759088	0.8753912384
747	0.3276323265	0.8754002802
748	0.3275436494	0.8756392689
749	0.3273940704	0.8759005617
750	0.3272568649	0.8758194955
751	0.3270356648	0.8760822079
752	0.3269444202	0.8761005409
753	0.326853423	0.8759141245
754	0.3267987643	0.8761577941
755	0.3267541991	0.876098954
756	0.3267045425	0.8762799162
757	0.3265201479	0.8762513245
758	0.3262034001	0.8767792527
759	0.3258851418	0.876715811
760	0.3255351516	0.8771961732
761	0.3254847318	0.8773606287
762	0.325334549	0.877525427
763	0.3252543254	0.8775560736
764	0.3248986841	0.8780907111
765	0.3248574134	0.8777787409
766	0.3247351079	0.8780046876
767	0.3245759702	0.8781938106
768	0.3245489671	0.8782736214
769	0.324423247	0.8781204271
770	0.3241598312	0.8782953193
771	0.3239658116	0.8779354065
772	0.3239137214	0.8779285376
773	0.3238068852	0.8780248481
774	0.3236436164	0.8782781822
775	0.3235965635	0.8783774041
776	0.3235581603	0.8781003633
777	0.3234889254	0.8782845857
778	0.3233368843	0.8782552653
779	0.3230650712	0.878327628
780	0.3227373372	0.8788263397
781	0.3226897026	0.878649378
782	0.3226301854	0.8790746505
783	0.3224942226	0.8791678262
784	0.3223380774	0.8788178652
785	0.3223090873	0.8789875534
786	0.3222070327	0.8788097453
787	0.322138397	0.8788220735
788	0.3220942312	0.8790089575
789	0.3220132113	0.8786476086
790	0.3218847408	0.8790055028
791	0.3217382372	0.8791747241
792	0.3216073307	0.8794539652
793	0.3215342273	0.8796083543
794	0.3214223984	0.8797890064
795	0.3213541188	0.8799629966
796	0.3212388438	0.8799610557
797	0.3210612303	0.8802738415
798	0.3209865716	0.8800268613
799	0.3209211022	0.8798368929
800	0.32088708	0.8800121924
801	0.3208164661	0.879907408
802	0.3207497974	0.8800870005
803	0.3207170954	0.8800077713
804	0.3206055049	0.8805493411
805	0.3203478668	0.8802751982
806	0.3203152546	0.8806079082
807	0.3201668183	0.8808601365
808	0.3201246008	0.8808578243
809	0.3199757684	0.881227473
810	0.3198958043	0.8809325281
811	0.319891139	0.8809325281
812	0.3197319224	0.8806946488
813	0.3196127285	0.8807074911
814	0.3194290612	0.8809943152
815	0.3193254722	0.8812708613
816	0.3192309104	0.8815609572
817	0.3191961297	0.8814795035
818	0.3190659682	0.8817243699
819	0.3188477624	0.8821797819
820	0.3186917433	0.8826836374
821	0.3186133071	0.8827141837
822	0.3184568508	0.882874022
823	0.3184053695	0.8826877404
824	0.3182827157	0.8828730862
825	0.3181273779	0.8831584755
826	0.3180705152	0.883072348
827	0.3179137269	0.8834961599
828	0.3176696056	0.883499702
829	0.31762518	0.8835934866
830	0.3175449755	0.8837577354
831	0.3174019397	0.8834019768
832	0.317384236	0.8835748105
833	0.3172396996	0.8833315663
834	0.3171981961	0.8832454477
835	0.3171251234	0.8835169152
836	0.3170299016	0.8837721963
837	0.3169935024	0.8834213573
838	0.3169451588	0.8835106455
839	0.3169262316	0.8834236687
840	0.3168021614	0.8839474715
841	0.3166464748	0.8842025983
842	0.3164919425	0.8845618818
843	0.3164534921	0.8843752329
844	0.3163708138	0.8842066871
845	0.316279234	0.8841299447
846	0.3162467235	0.8840402671
847	0.3160900106	0.8842153307
848	0.3160543374	0.8843777877
849	0.3160167712	0.8847295835
850	0.3156430087	0.8843049797
851	0.3154422386	0.8844614406
852	0.3153430889	0.8846165962
853	0.315314377	0.8847087387
854	0.3150696858	0.8843813635
855	0.3149894119	0.8842936567
856	0.3146635895	0.8845795461
857	0.3145850954	0.8844866355
858	0.3143842294	0.8844895454
859	0.3142807955	0.8848269876
860	0.3141414675	0.8850198408
861	0.3139948559	0.8856263666
862	0.3137712171	0.8855201277
863	0.3137219433	0.8855265524
864	0.3135254573	0.88561944
865	0.3134294152	0.8856088358
866	0.3133539922	0.8856968066
867	0.3132306773	0.8855378983
868	0.3131560617	0.8853748185
869	0.3131167163	0.8854560945
870	0.3129931557	0.8852756239
871	0.3129488843	0.8852711905
872	0.3128743053	0.8852629785
873	0.3128214796	0.8854561212
874	0.3127501364	0.8854561212
875	0.3126778359	0.8854444807
876	0.3123051117	0.8854814731
877	0.3121667145	0.8856449845
878	0.3119215214	0.8856430328
879	0.3118356789	0.8857282361
880	0.3117692929	0.8857248094
881	0.311506313	0.8859995893
882	0.3113955603	0.8858476506
883	0.3113483735	0.8861812187
884	0.3112395453	0.8858205458
