iter	Passed	Remaining
398	164824	248269
399	165223	247834
400	165602	247371
401	166005	246943
402	166408	246515
403	166802	246075
404	167181	245612
405	167587	245189
406	168031	244821
407	168427	244385
408	168806	243923
409	169194	243475
410	169588	243036
411	169976	242588
412	170355	242127
413	170799	241760
414	171207	241341
415	171611	240916
416	171980	240443
417	172374	240005
418	172773	239573
419	173164	239132
420	173540	238670
421	173960	238268
422	174356	237833
423	174757	237406
424	175141	236956
425	175584	236585
426	175977	236147
427	176375	235716
428	176771	235283
429	177182	234869
430	177606	234473
431	178025	234070
432	178408	233619
433	178797	233178
434	179226	232788
435	179624	232358
436	180000	231899
437	180412	231488
438	180806	231053
439	181200	230618
440	181572	230157
441	181964	229720
442	182373	229304
443	182765	228868
444	183186	228468
445	183639	228108
446	184042	227685
447	184450	227269
448	184819	226805
449	185209	226366
450	185623	225958
451	186017	225525
452	186408	225089
453	186814	224671
454	187211	224242
455	187630	223840
456	187993	223370
457	188385	222936
458	188785	222511
459	189173	222072
460	189552	221624
461	189952	221200
462	190388	220817
463	190801	220408
464	191174	219953
465	191575	219530
466	191982	219114
467	192379	218688
468	192752	218233
469	193180	217842
470	193597	217437
471	194011	217029
472	194385	216577
473	194778	216146
474	195229	215780
475	195629	215357
476	195998	214900
477	196403	214482
478	196807	214064
479	197194	213626
480	197598	213208
481	198027	212818
482	198437	212406
483	198821	211966
484	199189	211510
485	199602	211102
486	200004	210682
487	200427	210284
488	200803	209838
489	201196	209408
490	201623	209015
491	202033	208603
492	202428	208176
493	202837	207764
494	203237	207343
495	203649	206934
496	204030	206493
497	204435	206078
498	204907	205728
499	205305	205305
500	205700	204879
501	206096	204454
502	206472	204009
503	206872	203588
504	207261	203157
505	207660	202735
506	208090	202344
507	208496	201929
508	208873	201486
509	209314	201106
510	209709	200680
511	210123	200273
512	210503	199834
513	210912	199422
514	211322	199012
515	211720	198590
516	212098	198149
517	212512	197743
518	212932	197342
519	213336	196925
520	213718	196489
521	214125	196077
522	214586	195712
523	214981	195288
524	215360	194849
525	215780	194448
526	216173	194022
527	216596	193624
528	216971	193182
529	217385	192775
530	217792	192363
531	218188	191940
532	218562	191498
533	218988	191102
534	219401	190694
535	219816	190288
536	220199	189855
537	220635	189467
538	221041	189053
539	221437	188631
540	221817	188196
541	222226	187785
542	222621	187362
543	223015	186939
544	223408	186515
545	223810	186098
546	224263	185724
547	224637	185284
548	225022	184854
549	225441	184452
550	225840	184033
551	226193	183577
552	226592	183159
553	226986	182736
554	227404	182333
555	227772	181890
556	228211	181504
557	228618	181091
558	229017	180674
559	229396	180239
560	229816	179838
561	230204	179412
562	230622	179008
563	231013	178584
564	231418	178172
565	231845	177775
566	232250	177362
567	232637	176935
568	233089	176557
569	233482	176135
570	233853	175697
571	234264	175289
572	234675	174879
573	235097	174480
574	235478	174048
575	235854	173615
576	236259	173202
577	236660	172786
578	237043	172358
579	237452	171948
580	237842	171524
581	238266	171125
582	238646	170695
583	239040	170275
584	239449	169865
585	239833	169438
586	240223	169016
587	240638	168610
588	241037	168194
589	241415	167763
590	241891	167400
591	242332	167013
592	242753	166611
593	243146	166191
594	243528	165763
595	243952	165363
596	244347	164944
597	244756	164535
598	245138	164107
599	245548	163698
600	245964	163294
601	246340	162863
602	246745	162451
603	247164	162048
604	247565	161633
605	247954	161211
606	248350	160793
607	248745	160375
608	249219	160007
609	249597	159578
610	250024	159180
611	250448	158780
612	250841	158361
613	251201	157921
614	251617	157516
615	251997	157089
616	252402	156677
617	252777	156247
618	253180	155834
619	253600	155432
620	254000	155017
621	254382	154592
622	254784	154179
623	255184	153764
624	255560	153336
625	255982	152935
626	256369	152513
627	256796	152115
628	257171	151686
629	257598	151288
630	258077	150920
631	258468	150500
632	258840	150069
633	259262	149669
634	259660	149253
635	260064	148842
636	260446	148417
637	260848	148004
638	261273	147605
639	261661	147184
640	262043	146760
641	262460	146356
642	262869	145947
643	263271	145535
644	263663	145117
645	264061	144702
646	264477	144297
647	264847	143867
648	265251	143456
649	265732	143086
650	266117	142665
651	266476	142229
652	266879	141818
653	267272	141401
654	267683	140993
655	268059	140567
656	268463	140156
657	268886	139755
658	269285	139341
659	269679	138925
660	270113	138530
661	270520	138120
662	270935	137715
663	271329	137299
664	271718	136880
665	272141	136479
666	272537	136064
667	272953	135659
668	273419	135279
669	273797	134855
670	274169	134429
671	274592	134027
672	274973	133605
673	275378	133194
674	275748	132767
675	276145	132353
676	276566	131951
677	276944	131528
678	277333	131110
679	277760	130710
680	278148	130292
681	278520	129867
682	278958	129472
683	279365	129063
684	279812	128672
685	280185	128248
686	280611	127847
687	281074	127463
688	281486	127056
689	281858	126632
690	282277	126228
691	282691	125822
692	283128	125426
693	283518	125009
694	283890	124584
695	284314	124183
696	284707	123768
697	285084	123346
698	285516	122947
699	285907	122531
700	286310	122120
701	286686	121699
702	287073	121281
703	287567	120908
704	287954	120491
705	288370	120086
706	288796	119684
707	289205	119276
708	289625	118873
709	290002	118451
710	290395	118037
711	290825	117637
712	291201	117215
713	291602	116804
714	292025	116401
715	292410	115983
716	292788	115563
717	293199	115156
718	293601	114745
719	293996	114331
720	294458	113944
721	294858	113532
722	295286	113131
723	295664	112711
724	296077	112305
725	296491	111898
726	296877	111482
727	297260	111064
728	297687	110663
729	298095	110254
730	298524	109853
731	298897	109432
732	299280	109014
733	299711	108614
734	300108	108202
735	300488	107783
736	300922	107384
737	301305	106967
738	301679	106547
739	302172	106168
740	302571	105757
741	302996	105354
742	303376	104936
743	303808	104536
744	304246	104138
745	304628	103720
746	304985	103294
747	305404	102890
748	305789	102474
749	306148	102049
750	306575	101647
751	306984	101239
752	307420	100840
753	307798	100422
754	308194	100010
755	308692	99630
756	309096	99221
757	309471	98802
758	309900	98400
759	310299	97989
760	310720	97585
761	311101	97168
762	311524	96764
763	311949	96361
764	312346	95949
765	312721	95531
766	313156	95130
767	313549	94718
768	313945	94306
769	314372	93903
770	314770	93492
771	315269	93110
772	315619	92685
773	315986	92264
774	316391	91855
775	316764	91437
776	317147	91021
777	317579	90620
778	317996	90214
779	318365	89795
780	318801	89395
781	319221	88990
782	319668	88592
783	320050	88177
784	320431	87761
785	320846	87355
786	321249	86945
787	321622	86527
788	322101	86138
789	322485	85724
790	322860	85306
791	323302	84907
792	323693	84495
793	324124	84092
794	324509	83678
795	324906	83267
796	325338	82865
797	325713	82448
798	326078	82029
799	326520	81630
800	326945	81226
801	327303	80805
802	327800	80419
803	328205	80010
804	328647	79610
805	329028	79195
806	329427	78785
807	329863	78383
808	330259	77972
809	330634	77556
810	331058	77151
811	331468	76744
812	331887	76338
813	332276	75925
814	332644	75508
815	333076	75105
816	333445	74688
817	333842	74277
818	334339	73889
819	334740	73479
820	335144	73070
821	335577	72667
822	335975	72257
823	336385	71849
824	336799	71442
825	337194	71031
826	337624	70627
827	338004	70213
828	338393	69801
829	338833	69399
830	339222	68987
831	339587	68570
832	340062	68175
833	340448	67763
834	340824	67348
835	341260	66945
836	341644	66532
837	342085	66131
838	342458	65716
839	342894	65313
840	343338	64911
841	343737	64501
842	344116	64088
843	344545	63683
844	344953	63275
845	345376	62869
846	345763	62457
847	346162	62047
848	346646	61653
849	347016	61238
850	347399	60825
851	347840	60423
852	348233	60012
853	348614	59599
854	349035	59193
855	349437	58783
856	349857	58377
857	350242	57965
858	350651	57557
859	351087	57153
860	351457	56739
861	351843	56327
862	352354	55935
863	352748	55525
864	353117	55110
865	353547	54706
866	353947	54296
867	354351	53887
868	354759	53479
869	355154	53069
870	355596	52665
871	355965	52251
872	356365	51842
873	356806	51438
874	357185	51026
875	357552	50612
876	358035	50214
877	358457	49808
878	358879	49402
879	359272	48991
880	359661	48580
881	360119	48179
882	360506	47768
883	360898	47357
884	361351	46955
885	361759	46546
886	362140	46135
887	362589	45732
888	362986	45322
889	363479	44924
890	363851	44511
891	364271	44104
892	364716	43700
893	365124	43292
894	365529	42883
895	365963	42477
896	366383	42070
897	366804	41663
898	367183	41251
899	367568	40840
900	367998	40434
901	368369	40022
902	368767	39612
903	369254	39212
904	369637	38801
905	370020	38390
906	370476	37987
907	370868	37576
908	371242	37165
909	371696	36761
910	372103	36352
911	372551	35947
912	372922	35535
913	373359	35130
914	373823	34726
915	374222	34317
916	374604	33906
917	375093	33505
918	375461	33092
919	375863	32683
920	376249	32273
921	376635	31862
922	377090	31458
923	377464	31046
924	377865	30637
925	378308	30232
926	378691	29821
927	378993	29404
928	379433	28998
929	379820	28588
930	380193	28177
931	380698	27776
932	381137	27370
933	381564	26962
934	381950	26552
935	382341	26143
936	382800	25737
937	383181	25327
938	383578	24918
939	384014	24511
940	384409	24102
941	384785	23691
942	385228	23285
943	385602	22874
944	386072	22469
945	386484	22061
946	386880	21652
947	387349	21247
948	387720	20836
949	388158	20429
950	388596	20022
951	388992	19613
952	389399	19204
953	389826	18796
954	390227	18387
955	390681	17981
956	391058	17571
957	391443	17161
958	391936	16756
959	392320	16346
960	392696	15936
961	393144	15529
962	393535	15120
963	393906	14710
964	394346	14302
965	394742	13893
966	395143	13484
967	395556	13076
968	395981	12668
969	396421	12260
970	396793	11850
971	397179	11441
972	397695	11035
973	398090	10626
974	398467	10217
975	398908	9809
976	399293	9399
977	399719	8991
978	400114	8582
979	400499	8173
980	400938	7765
981	401307	7355
982	401708	6947
983	402213	6540
984	402592	6130
985	403008	5722
986	403443	5313
987	403830	4904
988	404201	4495
989	404650	4087
990	405053	3678
991	405501	3270
992	405882	2861
993	406277	2452
994	406725	2043
995	407090	1634
996	407468	1226
997	407981	817
998	408352	408
999	408734	0
