iter	Passed	Remaining
1662	42128	8537
1663	42153	8511
1664	42182	8487
1665	42205	8461
1666	42229	8435
1667	42260	8411
1668	42286	8386
1669	42315	8361
1670	42340	8336
1671	42364	8310
1672	42389	8285
1673	42414	8259
1674	42440	8234
1675	42468	8209
1676	42493	8184
1677	42519	8159
1678	42544	8133
1679	42571	8108
1680	42599	8084
1681	42623	8058
1682	42649	8033
1683	42673	8007
1684	42697	7982
1685	42721	7956
1686	42748	7931
1687	42779	7907
1688	42807	7882
1689	42830	7856
1690	42858	7831
1691	42882	7805
1692	42906	7780
1693	42929	7754
1694	42954	7729
1695	42978	7703
1696	43006	7678
1697	43029	7653
1698	43056	7628
1699	43080	7602
1700	43108	7577
1701	43133	7552
1702	43156	7526
1703	43181	7501
1704	43206	7475
1705	43234	7450
1706	43260	7425
1707	43286	7400
1708	43311	7374
1709	43341	7350
1710	43364	7324
1711	43393	7299
1712	43420	7274
1713	43447	7249
1714	43472	7224
1715	43497	7198
1716	43523	7173
1717	43548	7148
1718	43572	7122
1719	43596	7097
1720	43625	7072
1721	43650	7046
1722	43678	7022
1723	43702	6996
1724	43726	6970
1725	43755	6946
1726	43779	6920
1727	43803	6894
1728	43829	6869
1729	43853	6844
1730	43879	6818
1731	43908	6794
1732	43931	6768
1733	43957	6743
1734	43983	6717
1735	44009	6692
1736	44033	6667
1737	44057	6641
1738	44082	6616
1739	44109	6591
1740	44135	6565
1741	44161	6540
1742	44185	6514
1743	44211	6489
1744	44239	6464
1745	44263	6439
1746	44288	6413
1747	44316	6388
1748	44343	6363
1749	44367	6338
1750	44393	6313
1751	44416	6287
1752	44440	6261
1753	44467	6236
1754	44493	6211
1755	44518	6185
1756	44543	6160
1757	44570	6135
1758	44593	6109
1759	44621	6084
1760	44646	6059
1761	44671	6033
1762	44698	6008
1763	44722	5983
1764	44747	5957
1765	44772	5932
1766	44801	5907
1767	44827	5882
1768	44857	5857
1769	44883	5832
1770	44906	5806
1771	44933	5781
1772	44959	5756
1773	44984	5730
1774	45009	5705
1775	45036	5680
1776	45060	5654
1777	45087	5629
1778	45114	5604
1779	45138	5578
1780	45162	5553
1781	45186	5527
1782	45210	5502
1783	45239	5477
1784	45264	5452
1785	45288	5426
1786	45311	5400
1787	45334	5375
1788	45358	5349
1789	45381	5324
1790	45409	5298
1791	45432	5273
1792	45461	5248
1793	45488	5223
1794	45516	5198
1795	45539	5172
1796	45561	5146
1797	45583	5121
1798	45611	5096
1799	45634	5070
1800	45657	5044
1801	45681	5019
1802	45704	4993
1803	45727	4968
1804	45751	4942
1805	45774	4917
1806	45801	4891
1807	45826	4866
1808	45854	4841
1809	45880	4816
1810	45903	4790
1811	45929	4765
1812	45953	4739
1813	45981	4714
1814	46004	4689
1815	46028	4663
1816	46053	4638
1817	46085	4613
1818	46110	4588
1819	46137	4563
1820	46161	4537
1821	46185	4512
1822	46209	4486
1823	46233	4461
1824	46259	4435
1825	46286	4410
1826	46310	4385
1827	46333	4359
1828	46356	4334
1829	46383	4308
1830	46406	4283
1831	46429	4257
1832	46453	4232
1833	46476	4206
1834	46500	4181
1835	46525	4155
1836	46549	4130
1837	46574	4105
1838	46598	4079
1839	46624	4054
1840	46647	4028
1841	46675	4003
1842	46698	3978
1843	46722	3952
1844	46745	3927
1845	46769	3901
1846	46792	3876
1847	46819	3850
1848	46850	3826
1849	46872	3800
1850	46897	3775
1851	46925	3749
1852	46952	3724
1853	46976	3699
1854	47000	3673
1855	47026	3648
1856	47050	3623
1857	47079	3598
1858	47105	3572
1859	47131	3547
1860	47156	3522
1861	47182	3496
1862	47205	3471
1863	47230	3446
1864	47255	3420
1865	47284	3395
1866	47308	3370
1867	47335	3344
1868	47359	3319
1869	47384	3294
1870	47408	3268
1871	47431	3243
1872	47455	3217
1873	47483	3192
1874	47511	3167
1875	47537	3142
1876	47562	3116
1877	47591	3091
1878	47614	3066
1879	47637	3040
1880	47662	3015
1881	47685	2989
1882	47713	2964
1883	47737	2939
1884	47760	2913
1885	47783	2888
1886	47809	2862
1887	47833	2837
1888	47856	2812
1889	47879	2786
1890	47902	2761
1891	47926	2735
1892	47950	2710
1893	47977	2685
1894	48001	2659
1895	48026	2634
1896	48053	2609
1897	48080	2583
1898	48105	2558
1899	48128	2533
1900	48152	2507
1901	48178	2482
1902	48201	2456
1903	48227	2431
1904	48251	2406
1905	48276	2380
1906	48299	2355
1907	48323	2330
1908	48348	2304
1909	48371	2279
1910	48397	2253
1911	48420	2228
1912	48446	2203
1913	48472	2177
1914	48497	2152
1915	48522	2127
1916	48545	2101
1917	48568	2076
1918	48595	2051
1919	48618	2025
1920	48643	2000
1921	48668	1975
1922	48693	1949
1923	48716	1924
1924	48741	1899
1925	48770	1873
1926	48794	1848
1927	48820	1823
1928	48844	1797
1929	48870	1772
1930	48897	1747
1931	48919	1721
1932	48943	1696
1933	48966	1671
1934	48991	1645
1935	49017	1620
1936	49046	1595
1937	49071	1569
1938	49095	1544
1939	49120	1519
1940	49145	1493
1941	49168	1468
1942	49193	1443
1943	49219	1417
1944	49245	1392
1945	49269	1367
1946	49300	1342
1947	49325	1316
1948	49352	1291
1949	49378	1266
1950	49402	1240
1951	49426	1215
1952	49451	1190
1953	49478	1164
1954	49504	1139
1955	49529	1114
1956	49557	1088
1957	49587	1063
1958	49610	1038
1959	49637	1013
1960	49662	987
1961	49688	962
1962	49712	937
1963	49745	911
1964	49772	886
1965	49803	861
1966	49827	835
1967	49851	810
1968	49875	785
1969	49901	759
1970	49925	734
1971	49949	709
1972	49976	683
1973	49999	658
1974	50026	633
1975	50051	607
1976	50075	582
1977	50104	557
1978	50136	532
1979	50163	506
1980	50195	481
1981	50221	456
1982	50245	430
1983	50270	405
1984	50299	380
1985	50323	354
1986	50348	329
1987	50373	304
1988	50398	278
1989	50426	253
1990	50449	228
1991	50473	202
1992	50497	177
1993	50521	152
1994	50547	126
1995	50576	101
1996	50601	76
1997	50629	50
1998	50653	25
1999	50683	0
